"","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","UserId"
"7291",1974,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Yes","Yes","No","Yes","No","No","Public","No","No","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","No","Yes","Giving","No","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","Yes","Right","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","No","Yes","Yes","No","Mysterious","Yes","Yes","Talk","Technology","No","No","Yes","No","No","Demanding","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","Yes","In-person","Yes","No","Yes","No","Grrr people","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Own","Optimist","Mom","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes",3713
"7301",1965,"Male","$100,001 - $150,000","Married (w/kids)","High School Diploma","No","Yes","No","Yes","Yes","No","Private","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","No","Yes","Yes","Giving","No","No","Idealist","Yes","No","Cool headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","No","Start","Yes","Yes","Me","No","No","Yes","Yes","No","TMI","No","No","Tunes","Technology","Yes","Yes","Yes","No","No","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","Yes","Own","Pessimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",3718
"7311",1958,"Female","$25,001 - $50,000","Married (no kids)","High School Diploma","No","No","Yes","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Odd hours","No","Right","No","Yes","No","Yes","A.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","Yes","Yes","Yes","Mysterious","Yes","No","Talk","Technology","Yes","Yes","Yes","No","No","Supportive","Yes","PC","Yes","Risk-friendly","Yes","Yes!","Yes","Socialize","No","Online","Yes","Yes","Yes","No","Yay people!","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No",3719
"7321",1995,"Male","$50,000 - $74,999","Single (no kids)","Current Undergraduate","No","No","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Study first","No","No","No","No","Giving","No","No","Pragmatist","Yes","No","Cool headed","Odd hours","Yes","Right","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","No","Mac","Yes","Risk-friendly","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","No","No","No","No","Yes","Rent","Optimist","Dad","No","Yes","No","Yes","Nope","No","No","No","No","Yes","No","Yes","Yes","No","No",3720
"7331",1992,"Male","under $25,000","Single (no kids)","High School Diploma","No","No","No","No","No","Yes","Public","No","No","Yes","Yes","Yes","Yes","Yes","Art","Try first","No","No","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","No","No","No","No","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","No","No","Mysterious","No","Yes","Tunes","People","Yes","Yes","Yes","Yes","No","Supportive","No","Mac","No","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","No","No","Yes","No","Yes","Yes","No","No","No","No","No","Yes","Rent","Pessimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No",3727
"7341",1994,"Male","under $25,000","Single (no kids)","Current Undergraduate","No","No","No","No","No","Yes","Public","Yes","No","No","Yes","No","No","Yes","Science","Try first","No","Yes","Yes","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","No","Yes","Yes","A.M.","Yes","End","Yes","Yes","Circumstances","No","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Tunes","Technology","Yes","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Umm...","Yes","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","Own","Pessimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",3728
"7351",1972,"Male","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","No","Yes","No","No","Yes","No","Public","No","Yes","No","No","Yes","Yes","No","Science","Study first","No","Yes","No","No","Giving","Yes","No","Idealist","No","Yes","Cool headed","Odd hours","No","Right","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Circumstances","No","Yes","Yes","No","No","Mysterious","No","No","Talk","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Rent","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",3734
"7361",1958,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","No","No","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","No","No","Yes","No","Mysterious","No","Yes","Talk","People","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","Own","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",3742
"7371",1964,"Male","over $150,000","Married (w/kids)","Master's Degree","No","No","No","Yes","No","Yes","Public","No","No","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","No","Yes","Yes","No","P.M.","Yes","Start","No","Yes","Me","No","Yes","Yes","No","No","TMI","Yes","No","Talk","People","No","No","No","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Own","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","Yes","No","Yes","Yes","Yes","Only-child","No","No","Yes",3749
"7381",1990,"Male","$25,001 - $50,000","Single (no kids)","Current Undergraduate","No","Yes","Yes","No","Yes","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Me","No","Yes","No","No","Yes","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Socialize","No","Online","No","No","Yes","Yes","Yay people!","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Own","Pessimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No",3753
"7391",1977,"Female","$25,001 - $50,000","Single (w/kids)","Bachelor's Degree","No","Yes","No","Yes","No","Yes","Private","No","Yes","Yes","No","Yes","No","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","No","Yes","No","No","A.M.","Yes","End","Yes","No","Me","No","No","Yes","Yes","Yes","Mysterious","No","No","Tunes","Technology","Yes","Yes","No","No","Yes","Supportive","No","PC","No","Cautious","Yes","Yes!","Yes","Space","Yes","In-person","No","Yes","No","Yes","Yay people!","No","No","No","Yes","No","No","Yes","No","No","No","No","No","Rent","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",3760
"7401",1986,"Male","$25,001 - $50,000","Single (no kids)","Current Undergraduate","Yes","No","Yes","Yes","Yes","Yes","Public","No","No","No","No","Yes","No","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","No","No","Me","Yes","No","Yes","Yes","Yes","Mysterious","No","Yes","Talk","People","No","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes",3762
"7411",1983,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","No","Yes","No","Yes","Yes","No","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","No","No","Yes","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","Yes","Yes","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Umm...","No","Socialize","No","In-person","No","Yes","Yes","No","Grrr people","No","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No",3768
"7421",1982,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","No","No","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","Yes","Yes","Yes","Yes","P.M.","Yes","End","No","No","Me","No","Yes","No","Yes","Yes","TMI","Yes","No","Talk","Technology","No","Yes","Yes","No","No","Supportive","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","Yes","Online","No","Yes","No","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","No","No","No","No","Yes","No","Own","Pessimist","Dad","No","No","Yes","No","Nope","Yes","No","No","No","No","Yes","Yes","Yes","No","No",3770
"7431",1998,"Male","under $25,000","Single (no kids)","Current K-12","No","Yes","No","No","Yes","No","Public","Yes","No","Yes","Yes","Yes","Yes","Yes","Science","Try first","Yes","Yes","Yes","No","Receiving","Yes","Yes","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","No","No","Yes","P.M.","No","Start","Yes","No","Circumstances","Yes","Yes","Yes","No","No","TMI","No","No","Tunes","People","Yes","Yes","Yes","No","No","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","No","No","Yes","Yay people!","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Own","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","No","Yes","No","Yes","No","No","Yes",3781
"7441",1970,"Female","$50,000 - $74,999","Single (w/kids)","Master's Degree","No","Yes","No","Yes","Yes","Yes","Private","No","Yes","No","No","Yes","Yes","No","Science","Try first","Yes","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","No","Yes","Demanding","Yes","Mac","Yes","Cautious","Yes","Yes!","Yes","Socialize","No","In-person","Yes","No","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes",3783
"7451",1993,"Male","under $25,000","Single (no kids)","High School Diploma","Yes","Yes","No","No","No","Yes","Public","Yes","Yes","No","No","No","No","Yes","Art","Try first","No","Yes","No","No","Receiving","No","Yes","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","Yes","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","No","No","No","No","No","Yes","No","No","No","Rent","Optimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No",3789
"7461",1977,"Male","$25,001 - $50,000","Domestic Partners (no kids)","Current Undergraduate","No","Yes","No","No","Yes","No","Public","No","No","No","Yes","Yes","No","Yes","Science","Study first","Yes","No","Yes","No","Giving","Yes","No","Idealist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","No","Yes","Yes","No","No","Mysterious","Yes","No","Tunes","Technology","Yes","Yes","No","No","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Own","Optimist","Dad","No","Yes","No","Yes","Check!","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",3790
"7471",1970,"Male","$75,000 - $100,000","Married (no kids)","High School Diploma","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","No","Yes","No","Yes","Art","Try first","No","No","Yes","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Circumstances","No","Yes","No","Yes","No","Mysterious","Yes","Yes","Talk","Technology","No","No","No","No","Yes","Supportive","Yes","PC","Yes","Cautious","No","Yes!","Yes","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","Rent","Pessimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",3791
"7481",1948,"Female","$25,001 - $50,000","Single (no kids)","High School Diploma","Yes","Yes","No","Yes","Yes","No","Public","No","No","No","No","No","No","Yes","Art","Study first","Yes","No","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Me","No","No","Yes","Yes","Yes","TMI","No","Yes","Talk","Technology","Yes","Yes","No","Yes","No","Demanding","Yes","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","No","Yes","Yay people!","Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","No","Rent","Optimist","Dad","Yes","Yes","Yes","No","Check!","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No",3800
"7491",1984,"Male","$100,001 - $150,000","Married (no kids)","Master's Degree","No","No","No","Yes","No","Yes","Private","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","Yes","Yes","Yes","Yes","Giving","No","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","No","No","Mysterious","Yes","Yes","Talk","Technology","Yes","Yes","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",3801
"7501",1965,"Male","$50,000 - $74,999","Married (w/kids)","Associate's Degree","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Right","No","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","Mysterious","Yes","No","Talk","Technology","No","No","Yes","No","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","Rent","Pessimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",3808
"7511",1961,"Female","$50,000 - $74,999","Single (no kids)","High School Diploma","No","No","No","No","No","No","Public","No","No","No","No","Yes","No","Yes","Art","Try first","No","No","No","No","Giving","No","Yes","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","People","Yes","Yes","No","No","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","Yes","Rent","Optimist","Dad","No","Yes","Yes","Yes","Check!","No","No","No","No","Yes","Yes","Yes","No","Yes","No",3810
"7521",1965,"Male","$100,001 - $150,000","Married (w/kids)","High School Diploma","Yes","No","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","Yes","No","No","Giving","No","No","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","TMI","Yes","No","Tunes","Technology","Yes","Yes","No","No","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","Yes","Yes","No","Yes","No","No","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes",3817
"7531",1942,"Female","$25,001 - $50,000","Single (no kids)","Associate's Degree","No","No","No","No","Yes","Yes","Public","Yes","Yes","No","No","Yes","No","Yes","Art","Study first","Yes","Yes","No","No","Receiving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","Yes","Happy","No","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","No","No","No","Mysterious","Yes","No","Talk","Technology","No","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Risk-friendly","Yes","Umm...","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Own","Optimist","Mom","No","Yes","Yes","No","Check!","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No",3819
"7541",1993,"Male","under $25,000","Single (no kids)","Bachelor's Degree","No","Yes","No","No","Yes","Yes","Public","No","Yes","No","No","Yes","No","No","Art","Try first","Yes","No","Yes","No","Giving","No","Yes","Pragmatist","Yes","No","Cool headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","No","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","Yes","Online","No","Yes","No","Yes","Yay people!","No","No","No","No","No","Yes","No","No","Yes","No","No","Yes","Rent","Optimist","Dad","No","Yes","Yes","Yes","Nope","No","No","No","Yes","Yes","No","Only-child","No","No","Yes",3827
